date_time,size
2020-12-22 18:00:00,3584759851
2020-12-22 19:00:00,3605576593
2020-12-22 20:00:00,4221715834
2020-12-22 21:00:00,4754989506
2020-12-22 22:00:00,4894808205
2020-12-22 23:00:00,4797128235
2020-12-23 00:00:00,3953732807
2020-12-23 01:00:00,2683587577
2020-12-23 02:00:00,1654253953
2020-12-23 03:00:00,1005610648
2020-12-23 04:00:00,736242244
2020-12-23 05:00:00,745541553
2020-12-23 06:00:00,473703016
2020-12-23 07:00:00,771727906
2020-12-23 08:00:00,1662308873
2020-12-23 09:00:00,2915527447
2020-12-23 10:00:00,3717860527
2020-12-23 11:00:00,4654343261
2020-12-23 12:00:00,4418527088
2020-12-23 13:00:00,5280402121
2020-12-23 14:00:00,5424945433
2020-12-23 15:00:00,5422725467
2020-12-23 16:00:00,5538216747
2020-12-23 17:00:00,5292814705
2020-12-23 18:00:00,3675377845
2020-12-23 19:00:00,3571293280
2020-12-23 20:00:00,4291631167
2020-12-23 21:00:00,5216355789
2020-12-23 22:00:00,19731127551
2020-12-23 23:00:00,4222931595
2020-12-24 00:00:00,3573166001
2020-12-24 01:00:00,2616544037
2020-12-24 02:00:00,1772131593
2020-12-24 03:00:00,1105259829
2020-12-24 04:00:00,819610448
2020-12-24 05:00:00,583678630
2020-12-24 06:00:00,602366371
2020-12-24 07:00:00,765004302
2020-12-24 08:00:00,1817352369
2020-12-24 09:00:00,2776371197
2020-12-24 10:00:00,4115063456
2020-12-24 11:00:00,4468783019
2020-12-24 12:00:00,4669153728
2020-12-24 13:00:00,4922644774
2020-12-24 14:00:00,4994573657
2020-12-24 15:00:00,5335399010
2020-12-24 16:00:00,5072335557
2020-12-24 17:00:00,4471089493
2020-12-24 18:00:00,3594777599
2020-12-24 19:00:00,3323500075
2020-12-24 20:00:00,4375534313
2020-12-24 21:00:00,5033870909
2020-12-24 22:00:00,5006999125
2020-12-24 23:00:00,4839808516
2020-12-25 00:00:00,3846299319
2020-12-25 01:00:00,2601661496
2020-12-25 02:00:00,1501097984
2020-12-25 03:00:00,1018918647
2020-12-25 04:00:00,647071060
2020-12-25 05:00:00,463273339
2020-12-25 06:00:00,572170959
2020-12-25 07:00:00,957856909
2020-12-25 08:00:00,1717270950
2020-12-25 09:00:00,3031779739
2020-12-25 10:00:00,3760566813
2020-12-25 11:00:00,4425257094
2020-12-25 12:00:00,4274825600
2020-12-25 13:00:00,4509970606
2020-12-25 14:00:00,4849565603
2020-12-25 15:00:00,727582560
